,student_id,How likely are you to use this model for academic tasks?,label,best_task_brainstorming_or_generating_creative_ideas,best_task_converting_content_between_formats_e.g.,best_task_data_processing_or_analysis,best_task_drafting_professional_text_e.g.,best_task_explaining_complex_concepts_simply,best_task_latex,best_task_math_computations,best_task_writing_or_debugging_code,best_task_writing_or_editing_essays/reports,best_task_emails,best_task_résumés,subopt_task_brainstorming_or_generating_creative_ideas,subopt_task_converting_content_between_formats_e.g.,subopt_task_data_processing_or_analysis,subopt_task_drafting_professional_text_e.g.,subopt_task_explaining_complex_concepts_simply,subopt_task_latex,subopt_task_math_computations,subopt_task_writing_or_debugging_code,subopt_task_writing_or_editing_essays/reports,subopt_task_emails,subopt_task_résumés
486,163,4,ChatGPT,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
487,163,3,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,163,2,Gemini,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1
489,164,4,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
490,164,1,Claude,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
491,164,4,Gemini,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
492,165,4,ChatGPT,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
493,165,1,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,165,1,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,166,3,ChatGPT,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
496,166,1,Claude,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
497,166,1,Gemini,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
498,167,4,ChatGPT,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
499,167,3,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
500,167,4,Gemini,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
501,168,3,ChatGPT,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
502,168,4,Claude,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
503,168,4,Gemini,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1
504,169,4,ChatGPT,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1
505,169,3,Claude,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0
506,169,4,Gemini,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
507,170,4,ChatGPT,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
508,170,2,Claude,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
509,170,1,Gemini,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0
510,171,3,ChatGPT,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
511,171,4,Claude,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
512,171,2,Gemini,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
513,172,5,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
514,172,4,Claude,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
515,172,3,Gemini,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
516,173,5,ChatGPT,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1
517,173,3,Claude,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
518,173,3,Gemini,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1
519,174,3,ChatGPT,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
520,174,3,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
521,174,3,Gemini,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
522,175,3,ChatGPT,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
523,175,4,Claude,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
524,175,4,Gemini,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
525,176,4,ChatGPT,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
526,176,4,Claude,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
527,176,4,Gemini,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
528,177,2,ChatGPT,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
529,177,2,Claude,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
530,177,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
531,178,2,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
532,178,2,Claude,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
533,178,4,Gemini,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
534,179,5,ChatGPT,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
535,179,4,Claude,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
536,179,2,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
537,180,4,ChatGPT,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1
538,180,4,Claude,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1
539,180,2,Gemini,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
540,181,4,ChatGPT,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
541,181,3,Claude,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
542,181,3,Gemini,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
543,182,5,ChatGPT,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0
544,182,3,Claude,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
545,182,1,Gemini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,183,4,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
547,183,1,Claude,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
548,183,3,Gemini,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
549,184,4,ChatGPT,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
550,184,3,Claude,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
551,184,3,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
552,185,4,ChatGPT,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
553,185,3,Claude,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
554,185,4,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
555,186,5,ChatGPT,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
556,186,4,Claude,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
557,186,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1
558,187,4,ChatGPT,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1
559,187,4,Claude,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1
560,187,2,Gemini,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1
561,188,4,ChatGPT,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
562,188,4,Claude,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
563,188,5,Gemini,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
564,189,2,ChatGPT,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
565,189,2,Claude,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
566,189,2,Gemini,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
567,190,3,ChatGPT,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0
568,190,4,Claude,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
569,190,1,Gemini,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
570,191,5,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
571,191,5,Claude,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
572,191,3,Gemini,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
573,192,5,ChatGPT,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
574,192,3,Claude,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
575,192,1,Gemini,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0
576,193,4,ChatGPT,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
577,193,1,Claude,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
578,193,1,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
579,194,4,ChatGPT,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
580,194,4,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1
581,194,1,Gemini,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
582,195,3,ChatGPT,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
583,195,2,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
584,195,1,Gemini,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
585,196,4,ChatGPT,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
586,196,1,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
587,196,2,Gemini,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
588,197,5,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
589,197,1,Claude,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
590,197,3,Gemini,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
591,198,4,ChatGPT,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
592,198,2,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1
593,198,2,Gemini,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
594,199,4,ChatGPT,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
595,199,1,Claude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,199,2,Gemini,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
597,200,4,ChatGPT,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
598,200,5,Claude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
599,200,1,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
600,201,4,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
601,201,4,Claude,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
602,201,1,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
603,202,3,ChatGPT,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
604,202,4,Claude,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,202,1,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
606,203,4,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
607,203,2,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,203,2,Gemini,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,204,3,ChatGPT,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
610,204,1,Claude,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
611,204,1,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
612,205,4,ChatGPT,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
613,205,2,Claude,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
614,205,2,Gemini,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
615,206,3,ChatGPT,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
616,206,3,Claude,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
617,206,2,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
618,207,4,ChatGPT,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
619,207,1,Claude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
620,207,1,Gemini,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
621,208,5,ChatGPT,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
622,208,1,Claude,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
623,208,5,Gemini,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
624,209,4,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
625,209,1,Claude,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
626,209,2,Gemini,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1
627,210,5,ChatGPT,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
628,210,3,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
629,210,3,Gemini,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
630,211,5,ChatGPT,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
631,211,1,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
632,211,2,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
633,212,3,ChatGPT,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
634,212,4,Claude,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
635,212,3,Gemini,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
636,213,5,ChatGPT,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
637,213,4,Claude,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
638,213,3,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
639,214,5,ChatGPT,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
640,214,5,Claude,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
641,214,3,Gemini,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
642,215,5,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
643,215,4,Claude,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
644,215,3,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
645,216,5,ChatGPT,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
646,216,3,Claude,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
647,216,4,Gemini,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
648,217,4,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
649,217,2,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
650,217,2,Gemini,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
651,218,4,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
652,218,4,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
653,218,5,Gemini,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
654,219,4,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
655,219,2,Claude,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,219,4,Gemini,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0
657,220,4,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
658,220,2,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
659,220,3,Gemini,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,221,4,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
661,221,2,Claude,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
662,221,1,Gemini,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
663,222,4,ChatGPT,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
664,222,2,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
665,222,2,Gemini,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
666,223,5,ChatGPT,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
667,223,4,Claude,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
668,223,2,Gemini,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
669,224,5,ChatGPT,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
670,224,4,Claude,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
671,224,4,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
672,225,4,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
673,225,5,Claude,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
674,225,3,Gemini,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
675,226,5,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
676,226,4,Claude,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
677,226,3,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
678,227,3,ChatGPT,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
679,227,2,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
680,227,1,Gemini,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
681,228,4,ChatGPT,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
682,228,3,Claude,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
683,228,4,Gemini,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
684,229,4,ChatGPT,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
685,229,5,Claude,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
686,229,3,Gemini,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
687,230,4,ChatGPT,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
688,230,2,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
689,230,2,Gemini,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1
690,231,4,ChatGPT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
691,231,2,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
692,231,3,Gemini,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
693,232,5,ChatGPT,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
694,232,1,Claude,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
695,232,2,Gemini,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
696,233,4,ChatGPT,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
697,233,4,Claude,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
698,233,4,Gemini,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
699,234,3,ChatGPT,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
700,234,1,Claude,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
701,234,4,Gemini,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
702,235,3,ChatGPT,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
703,235,3,Claude,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
704,235,3,Gemini,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1
705,236,5,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
706,236,1,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,236,3,Gemini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,237,5,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
709,237,3,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
710,237,3,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
711,238,3,ChatGPT,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
712,238,2,Claude,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
713,238,3,Gemini,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
714,239,3,ChatGPT,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1
715,239,3,Claude,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
716,239,3,Gemini,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
717,240,4,ChatGPT,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
718,240,4,Claude,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
719,240,1,Gemini,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
720,241,5,ChatGPT,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
721,241,3,Claude,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
722,241,3,Gemini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
723,242,5,ChatGPT,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
724,242,3,Claude,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
725,242,5,Gemini,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
726,243,4,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
727,243,2,Claude,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
728,243,1,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
729,244,5,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
730,244,3,Claude,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
731,244,1,Gemini,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
